expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER00137,Everest,2000,Spring,4/12/2000,5/20/2000,5/29/2000,"Bad weather (storms, high winds)",8650,2,0,0,0,FALSE,Thamserku Trekking
EVER00138,Everest,2000,Spring,4/1/2000,5/18/2000,5/29/2000,Success (main peak),8850,12,0,3,0,TRUE,Himalaya Expeditions
EVER00139,Everest,2000,Spring,4/23/2000,5/21/2000,5/25/2000,"Bad weather (storms, high winds)",8300,1,0,5,0,TRUE,Rolwaling Treks
EVER00140,Everest,2000,Spring,4/8/2000,5/17/2000,5/31/2000,Success (main peak),8850,16,0,4,0,TRUE,Asian Trekking
EVER00141,Everest,2000,Spring,4/22/2000,5/19/2000,5/25/2000,Other,8300,2,0,22,0,TRUE,Asian Trekking
EVER00142,Everest,2000,Spring,4/6/2000,5/15/2000,5/24/2000,Success (main peak),8850,13,0,0,0,TRUE,Windhorse Trekking
EVER00143,Everest,2000,Spring,4/15/2000,5/21/2000,NA,Success (main peak),8850,8,1,4,0,TRUE,Asian Trekking
EVER00144,Everest,2000,Spring,NA,5/14/2000,NA,"Route technically too difficult, lack of experience, strength, or motivation",8500,1,0,0,0,FALSE,None
EVER00145,Everest,2000,Spring,4/8/2000,5/11/2000,5/30/2000,Other,7900,11,0,0,0,FALSE,None
EVER00146,Everest,2000,Spring,4/18/2000,5/20/2000,5/25/2000,"Bad weather (storms, high winds)",8600,2,0,1,0,TRUE,Asian Trekking
EVER00147,Everest,2000,Spring,4/1/2000,5/20/2000,5/26/2000,Accident (death or serious injury),8500,2,1,0,0,FALSE,Asian Trekking
EVER00148,Everest,2000,Spring,4/19/2000,5/20/2000,5/29/2000,"Bad weather (storms, high winds)",8700,6,0,2,0,FALSE,Thamserku Trekking
EVER00149,Everest,2000,Spring,4/19/2000,5/20/2000,5/26/2000,"Bad weather (storms, high winds)",8600,9,0,2,0,TRUE,Asian Trekking
EVER00150,Everest,2000,Spring,5/10/2000,5/16/2000,5/27/2000,"Bad weather (storms, high winds)",7500,2,0,0,0,FALSE,Asian Trekking
EVER00151,Everest,2000,Spring,5/5/2000,5/26/2000,5/27/2000,"Bad weather (storms, high winds)",7500,1,0,1,0,FALSE,Asian Trekking
EVER00152,Everest,2000,Spring,4/11/2000,5/20/2000,5/25/2000,"Bad weather (storms, high winds)",8650,5,0,2,0,FALSE,Asian Trekking
EVER00153,Everest,2000,Spring,4/16/2000,5/20/2000,5/29/2000,"Bad weather (storms, high winds)",8600,2,0,1,0,FALSE,Thamserku Trekking
EVER00154,Everest,2000,Spring,4/13/2000,5/15/2000,5/28/2000,"Bad weather (storms, high winds)",8650,7,0,2,0,FALSE,Sea to Summit Trekking
EVER00155,Everest,2000,Spring,4/17/2000,5/27/2000,5/28/2000,Success (main peak),8850,7,0,5,0,TRUE,Thamserku Trekking
EVER00131,Everest,2000,Spring,4/12/2000,5/20/2000,5/31/2000,"Bad weather (storms, high winds)",8650,15,0,4,0,FALSE,Thamserku Trekking
EVER00132,Everest,2000,Spring,4/20/2000,5/17/2000,5/28/2000,Success (main peak),8850,14,0,4,0,TRUE,Iceland Trekking
EVER00301,Everest,2000,Autumn,9/19/2000,10/7/2000,10/11/2000,Success (main peak),8850,8,0,4,0,TRUE,Wilderness Experience
EVER00302,Everest,2000,Autumn,9/3/2000,10/4/2000,10/8/2000,Success (main peak),8850,14,0,8,0,TRUE,Windhorse Trekking
EVER00303,Everest,2000,Autumn,8/28/2000,10/4/2000,10/10/2000,Success (main peak),8850,8,0,8,0,TRUE,Asian Trekking
EVER00304,Everest,2000,Autumn,9/3/2000,10/5/2000,10/11/2000,"Bad weather (storms, high winds)",8500,14,0,4,0,TRUE,Explore Himalaya
EVER01151,Everest,2001,Spring,3/31/2001,5/21/2001,5/27/2001,"Illness, AMS, exhaustion, or frostbite",7950,4,0,1,0,FALSE,Nepal Sanctuary Treks
EVER01101,Everest,2001,Spring,4/5/2001,5/23/2001,5/26/2001,Success (main peak),8850,3,0,4,1,TRUE,Nomad Expeditions
EVER01102,Everest,2001,Spring,4/9/2001,5/24/2001,5/27/2001,Success (main peak),8850,3,0,7,0,TRUE,Mountain Madness
EVER01103,Everest,2001,Spring,4/6/2001,5/23/2001,5/27/2001,Success (main peak),8850,2,0,1,0,TRUE,Great Escapes Trekking
EVER01104,Everest,2001,Spring,4/5/2001,5/23/2001,5/26/2001,"Bad weather (storms, high winds)",8500,1,0,1,0,TRUE,Asian Trekking
EVER01105,Everest,2001,Spring,4/4/2001,5/24/2001,5/28/2001,Success (main peak),8850,8,0,12,0,TRUE,Great Escapes Trekking
EVER01106,Everest,2001,Spring,4/7/2001,5/23/2001,5/28/2001,Success (main peak),8850,8,0,5,0,TRUE,Ang Nuru Sherpa
EVER01107,Everest,2001,Spring,4/4/2001,5/25/2001,5/28/2001,Success (main peak),8850,5,0,8,0,TRUE,Great Escapes Trekking
EVER01108,Everest,2001,Spring,4/7/2001,5/23/2001,5/26/2001,Success (main peak),8850,7,0,6,0,TRUE,High Country Trekking
EVER01109,Everest,2001,Spring,4/4/2001,5/25/2001,5/31/2001,Success (main peak),8850,17,0,15,0,TRUE,Wilderness Experience
EVER01110,Everest,2001,Spring,4/1/2001,5/23/2001,5/26/2001,Success (main peak),8850,5,0,12,0,TRUE,Arun Treks
EVER01111,Everest,2001,Spring,4/12/2001,4/18/2001,4/24/2001,"Illness, AMS, exhaustion, or frostbite",7300,2,0,3,0,TRUE,Asian Trekking
EVER01112,Everest,2001,Spring,4/5/2001,5/23/2001,NA,Accident (death or serious injury),8500,1,1,1,0,TRUE,Asian Trekking
EVER01113,Everest,2001,Spring,4/6/2001,5/22/2001,NA,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8750,7,0,4,0,TRUE,Cho Oyu Trekking
EVER01114,Everest,2001,Spring,4/9/2001,5/10/2001,5/17/2001,"Bad weather (storms, high winds)",7360,5,0,3,0,TRUE,Asian Trekking
EVER01115,Everest,2001,Spring,4/16/2001,5/23/2001,5/28/2001,Lack (or loss) of supplies or equipment,7100,1,0,2,0,FALSE,Himalaya Expeditions
EVER01116,Everest,2001,Spring,4/29/2001,5/22/2001,5/29/2001,Success (main peak),8850,5,0,2,0,TRUE,Asian Trekking
EVER01117,Everest,2001,Spring,4/5/2001,5/23/2001,5/26/2001,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER01118,Everest,2001,Spring,4/9/2001,5/23/2001,5/27/2001,Success (main peak),8850,3,0,3,0,TRUE,Asian Trekking
EVER01119,Everest,2001,Spring,4/5/2001,5/22/2001,5/26/2001,Success (main peak),8850,9,0,5,0,TRUE,Sherpa Alpine Trekking
EVER01120,Everest,2001,Spring,4/10/2001,5/23/2001,5/25/2001,Success (main peak),8850,6,0,4,0,TRUE,Cho Oyu Trekking
EVER01121,Everest,2001,Spring,4/3/2001,5/23/2001,5/29/2001,Success (main peak),8850,20,0,13,0,TRUE,Himalaya Expeditions
EVER01122,Everest,2001,Spring,4/9/2001,5/22/2001,5/25/2001,Success (main peak),8850,12,0,3,0,TRUE,Asian Trekking
EVER01123,Everest,2001,Spring,4/18/2001,5/22/2001,5/25/2001,Success (main peak),8850,7,0,1,0,TRUE,Thamserku Trekking
EVER01124,Everest,2001,Spring,4/5/2001,5/23/2001,5/26/2001,Other,8300,4,0,0,0,TRUE,Asian Trekking
EVER01125,Everest,2001,Spring,NA,NA,NA,Did not attempt climb,7000,12,0,0,0,FALSE,Great Escapes Trekking
EVER01126,Everest,2001,Spring,4/12/2001,5/23/2001,5/27/2001,Success (main peak),8850,2,1,1,0,TRUE,Arun Treks
EVER01127,Everest,2001,Spring,5/8/2001,5/24/2001,6/1/2001,Lack (or loss) of supplies or equipment,7800,5,0,0,0,FALSE,Asian Trekking
EVER01128,Everest,2001,Spring,3/20/2001,5/25/2001,5/28/2001,Lack (or loss) of supplies or equipment,8700,11,0,19,0,TRUE,Great Escapes Trekking
EVER01129,Everest,2001,Spring,3/30/2001,5/19/2001,5/23/2001,Success (main peak),8850,2,0,4,0,TRUE,Great Escapes Trekking
EVER01130,Everest,2001,Spring,4/5/2001,5/25/2001,6/3/2001,Success (main peak),8850,14,0,4,0,TRUE,Wilderness Experience
EVER01131,Everest,2001,Spring,4/9/2001,5/23/2001,5/31/2001,Success (main peak),8850,25,0,8,0,TRUE,Mountain Experience
EVER01132,Everest,2001,Spring,4/24/2001,5/25/2001,5/27/2001,"Illness, AMS, exhaustion, or frostbite",8500,2,0,0,0,FALSE,Asian Trekking
EVER01133,Everest,2001,Spring,4/9/2001,5/23/2001,5/27/2001,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER01134,Everest,2001,Spring,4/18/2001,5/22/2001,6/9/2001,Success (main peak),8850,13,0,3,0,TRUE,Asian Trekking
EVER01135,Everest,2001,Spring,4/10/2001,5/22/2001,5/29/2001,Success (main peak),8850,11,0,12,0,TRUE,Mandala Trekking
EVER01136,Everest,2001,Spring,4/14/2001,5/23/2001,5/28/2001,Success (main peak),8850,15,0,4,0,TRUE,Iceland Trekking
EVER01137,Everest,2001,Spring,4/9/2001,5/24/2001,5/27/2001,Success (main peak),8850,3,0,2,0,TRUE,Thamserku Trekking
EVER01138,Everest,2001,Spring,4/5/2001,5/5/2001,5/14/2001,"Bad weather (storms, high winds)",8300,5,0,1,0,FALSE,Asian Trekking
EVER01139,Everest,2001,Spring,4/13/2001,5/22/2001,5/28/2001,"Bad weather (storms, high winds)",8300,2,0,0,0,FALSE,Asian Trekking
EVER01140,Everest,2001,Spring,4/24/2001,5/12/2001,5/23/2001,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300,2,0,2,0,FALSE,Asian Trekking
EVER01141,Everest,2001,Spring,4/9/2001,5/23/2001,5/27/2001,Success (main peak),8850,3,0,0,0,TRUE,Thamserku Trekking
EVER01142,Everest,2001,Spring,4/15/2001,5/22/2001,5/25/2001,Success (main peak),8850,2,0,1,0,TRUE,Asian Trekking
EVER01144,Everest,2001,Spring,3/30/2001,5/20/2001,5/28/2001,"Illness, AMS, exhaustion, or frostbite",7800,5,0,2,0,FALSE,Great Escapes Trekking
EVER01145,Everest,2001,Spring,4/22/2001,5/23/2001,5/30/2001,Success (main peak),8850,6,0,3,0,TRUE,Asian Trekking
EVER01146,Everest,2001,Spring,4/14/2001,5/16/2001,5/22/2001,"Bad weather (storms, high winds)",8500,5,0,30,0,TRUE,Asian Trekking
EVER01147,Everest,2001,Spring,4/7/2001,5/22/2001,5/28/2001,Success (main peak),8850,10,0,2,0,TRUE,Ang Nuru Sherpa/Asian Trekking
EVER01148,Everest,2001,Spring,4/5/2001,5/22/2001,5/30/2001,Success (main peak),8850,13,1,0,0,TRUE,Windhorse Trekking
EVER01149,Everest,2001,Spring,4/12/2001,5/20/2001,5/26/2001,"Bad weather (storms, high winds)",6900,12,0,5,0,FALSE,Asian Trekking
EVER01150,Everest,2001,Spring,5/9/2001,5/22/2001,5/28/2001,Success (main peak),8850,14,0,7,0,TRUE,Asian Trekking (Dawa)
EVER01143,Everest,2001,Spring,4/14/2001,5/23/2001,5/28/2001,Success (main peak),8850,2,0,0,0,TRUE,Asian Trekking
EVER01301,Everest,2001,Autumn,8/20/2001,9/25/2001,10/14/2001,"Bad weather (storms, high winds)",7800,7,0,2,0,FALSE,Nepal Village Trekking
EVER01302,Everest,2001,Autumn,9/11/2001,10/15/2001,10/31/2001,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350,8,0,0,0,FALSE,Asian Trekking
EVER01303,Everest,2001,Autumn,9/4/2001,10/16/2001,10/24/2001,Accident (death or serious injury),7800,13,1,0,0,FALSE,None
EVER02101,Everest,2002,Spring,4/8/2002,5/17/2002,NA,Success (main peak),8850,1,0,3,0,TRUE,Rolwaling Treks
EVER02102,Everest,2002,Spring,4/12/2002,5/17/2002,5/25/2002,Success (main peak),8850,10,0,9,0,TRUE,Rolwaling Treks
EVER02103,Everest,2002,Spring,4/13/2002,5/17/2002,NA,"Route technically too difficult, lack of experience, strength, or motivation",8500,7,1,2,0,TRUE,Asian Trekking
EVER02104,Everest,2002,Spring,4/16/2002,5/18/2002,5/29/2002,Success (main peak),8850,10,0,4,0,TRUE,Cosmo Treks
EVER02106,Everest,2002,Spring,4/10/2002,5/17/2002,5/20/2002,Success (main peak),8850,2,0,3,0,FALSE,Thamserku Trekking
EVER02107,Everest,2002,Spring,4/10/2002,5/16/2002,5/26/2002,Success (main peak),8850,6,0,0,0,TRUE,Asian Trekking
EVER02108,Everest,2002,Spring,4/3/2002,5/17/2002,5/21/2002,Success (main peak),8850,7,0,6,0,TRUE,Thamserku Trekking
EVER02110,Everest,2002,Spring,5/13/2002,5/24/2002,5/27/2002,Success (main peak),8850,2,0,1,0,TRUE,Asian Trekking
EVER02111,Everest,2002,Spring,4/11/2002,5/30/2002,6/3/2002,Success (main peak),8850,2,0,0,0,FALSE,Asian Trekking
EVER02112,Everest,2002,Spring,4/8/2002,5/17/2002,5/25/2002,Success (main peak),8850,5,0,2,0,TRUE,Thamserku Trekking
EVER02113,Everest,2002,Spring,4/11/2002,5/17/2002,5/20/2002,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER02114,Everest,2002,Spring,4/11/2002,5/17/2002,5/26/2002,Success (main peak),8850,2,0,1,0,TRUE,Asian Trekking
EVER02115,Everest,2002,Spring,4/8/2002,5/17/2002,5/31/2002,Success (main peak),8850,7,0,4,0,TRUE,Mountain Experience
EVER02116,Everest,2002,Spring,4/13/2002,5/16/2002,NA,Success (main peak),8850,16,0,11,0,TRUE,Iceland Trekking
EVER02117,Everest,2002,Spring,4/11/2002,5/17/2002,NA,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER02118,Everest,2002,Spring,4/14/2002,5/15/2002,5/19/2002,"Illness, AMS, exhaustion, or frostbite",7600,1,0,2,0,FALSE,Thamserku Trekking
EVER02119,Everest,2002,Spring,4/5/2002,5/16/2002,5/26/2002,Success (main peak),8850,11,0,4,0,TRUE,Asian Trekking
EVER02120,Everest,2002,Spring,4/20/2002,5/16/2002,5/24/2002,"Bad weather (storms, high winds)",8650,2,0,0,0,FALSE,Asian Trekking
EVER02121,Everest,2002,Spring,4/15/2002,5/16/2002,5/27/2002,"Bad weather (storms, high winds)",8450,6,0,0,0,FALSE,Iceland Trekking
EVER02122,Everest,2002,Spring,4/5/2002,5/17/2002,5/24/2002,"Illness, AMS, exhaustion, or frostbite",8600,2,0,3,0,FALSE,High Country Trekking
EVER02123,Everest,2002,Spring,4/19/2002,5/13/2002,5/30/2002,"Route technically too difficult, lack of experience, strength, or motivation",8300,1,0,2,0,TRUE,Iceland Trekking
EVER02124,Everest,2002,Spring,4/14/2002,5/25/2002,5/31/2002,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER02125,Everest,2002,Spring,4/11/2002,5/17/2002,5/26/2002,Success (main peak),8850,7,0,0,0,TRUE,Asian Trekking
EVER02126,Everest,2002,Spring,4/11/2002,5/17/2002,5/23/2002,Success (main peak),8850,2,0,2,0,TRUE,Arun Treks
EVER02127,Everest,2002,Spring,4/9/2002,5/10/2002,5/15/2002,"Route technically too difficult, lack of experience, strength, or motivation",7500,3,0,1,0,FALSE,Asian Trekking
EVER02128,Everest,2002,Spring,4/16/2002,5/17/2002,5/21/2002,Success (main peak),8850,1,0,0,0,TRUE,Asian Trekking
EVER02105,Everest,2002,Spring,4/20/2002,5/25/2002,5/29/2002,"Bad weather (storms, high winds)",8400,2,0,1,0,FALSE,Asian Trekking
EVER02109,Everest,2002,Spring,4/14/2002,5/27/2002,5/31/2002,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400,2,0,0,0,TRUE,Asian Trekking
EVER02131,Everest,2002,Spring,4/1/2002,5/16/2002,5/19/2002,"Illness, AMS, exhaustion, or frostbite",8550,1,0,1,0,TRUE,Asian Trekking
EVER02132,Everest,2002,Spring,4/1/2002,5/16/2002,5/17/2002,Success (main peak),8850,1,0,2,0,TRUE,Asian Trekking
EVER02133,Everest,2002,Spring,4/10/2002,5/25/2002,5/28/2002,Success (main peak),8850,2,0,2,0,TRUE,Cho Oyu Trekking
EVER02134,Everest,2002,Spring,4/8/2002,5/16/2002,5/21/2002,Success (main peak),8850,2,0,3,0,TRUE,Asian Trekking
EVER02135,Everest,2002,Spring,4/10/2002,5/16/2002,5/22/2002,Success (main peak),8850,1,0,1,0,TRUE,Cho Oyu Trekking
EVER02137,Everest,2002,Spring,4/4/2002,5/16/2002,5/20/2002,Success (main peak),8850,9,0,6,0,TRUE,Windhorse Trekking
EVER02138,Everest,2002,Spring,4/2/2002,5/16/2002,5/21/2002,Success (main peak),8850,6,0,6,0,TRUE,Asian Trekking
EVER02139,Everest,2002,Spring,4/7/2002,5/16/2002,5/20/2002,Success (main peak),8850,10,1,7,0,TRUE,Himalayan Guides
EVER02140,Everest,2002,Spring,4/13/2002,5/25/2002,5/29/2002,Success (main peak),8850,13,0,19,0,TRUE,Sherpa Shangri-La Trekking
EVER02141,Everest,2002,Spring,4/5/2002,5/25/2002,5/26/2002,Success (main peak),8850,7,0,10,0,TRUE,Great Escapes Trekking
EVER02142,Everest,2002,Spring,4/8/2002,5/18/2002,5/22/2002,Success (main peak),8850,11,0,17,0,TRUE,Great Escapes Trekking
EVER02143,Everest,2002,Spring,4/7/2002,5/16/2002,5/18/2002,Success (main peak),8850,1,0,4,0,TRUE,Peak Promotion
EVER02144,Everest,2002,Spring,4/4/2002,5/16/2002,5/20/2002,Success (main peak),8850,8,0,5,0,TRUE,High Country Trekking
EVER02129,Everest,2002,Spring,4/4/2002,5/16/2002,5/20/2002,Success (main peak),8850,8,0,17,0,TRUE,Great Escapes Trekking
EVER02130,Everest,2002,Spring,4/8/2002,5/16/2002,5/18/2002,Success (main peak),8850,9,0,8,0,TRUE,Wilderness Experience
EVER02136,Everest,2002,Spring,4/7/2002,5/16/2002,5/19/2002,Success (main peak),8850,10,0,4,0,TRUE,Mountain Madness
EVER02301,Everest,2002,Autumn,8/11/2002,9/8/2002,9/15/2002,Success (main peak),8850,2,1,3,0,TRUE,Mountain Experience
EVER02302,Everest,2002,Autumn,8/24/2002,10/2/2002,10/9/2002,"Bad weather (storms, high winds)",8250,5,0,4,0,TRUE,Thamserku Trekking
EVER02303,Everest,2002,Autumn,9/10/2002,9/21/2002,9/29/2002,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100,1,0,1,0,TRUE,Monterosa Treks
EVER02304,Everest,2002,Autumn,8/25/2002,10/5/2002,10/7/2002,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8750,3,0,3,0,TRUE,Cosmo Treks
EVER02305,Everest,2002,Autumn,9/3/2002,10/4/2002,10/8/2002,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8400,6,0,4,0,TRUE,Echo Himal
EVER69102,Everest,1969,Spring,NA,NA,NA,Success (claimed),8850,3,0,0,0,FALSE,NA
EVER03101,Everest,2003,Spring,4/7/2003,5/22/2003,5/26/2003,Success (main peak),8850,5,0,11,0,TRUE,Rolwaling Excursion
EVER03102,Everest,2003,Spring,4/21/2003,5/18/2003,5/23/2003,"Bad weather (storms, high winds)",8600,4,0,4,0,TRUE,Rolwaling Excursion
EVER03103,Everest,2003,Spring,4/22/2003,5/22/2003,5/25/2003,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER03104,Everest,2003,Spring,4/1/2003,5/22/2003,5/28/2003,Success (main peak),8850,23,0,16,0,TRUE,Himalaya Expeditions
EVER03105,Everest,2003,Spring,4/2/2003,5/22/2003,5/28/2003,Success (main peak),8850,19,1,10,0,TRUE,Himalaya Expeditions
EVER03106,Everest,2003,Spring,3/30/2003,5/11/2003,5/22/2003,"Bad weather (storms, high winds)",7650,5,0,10,0,TRUE,Cosmo Treks
EVER03107,Everest,2003,Spring,4/12/2003,5/26/2003,5/30/2003,Success (main peak),8850,9,0,10,0,TRUE,Wilderness Experience
EVER03108,Everest,2003,Spring,4/6/2003,5/30/2003,6/2/2003,Success (main peak),8850,7,0,8,0,TRUE,Great Escapes Trekking
EVER03109,Everest,2003,Spring,4/9/2003,5/30/2003,5/31/2003,Success (main peak),8850,9,0,1,0,TRUE,Asian Trekking
EVER03110,Everest,2003,Spring,4/1/2003,5/22/2003,5/24/2003,"Bad weather (storms, high winds)",8400,1,0,2,0,TRUE,Thamserku Trekking
EVER03111,Everest,2003,Spring,4/17/2003,5/22/2003,5/27/2003,Success (main peak),8850,4,0,6,0,TRUE,Himalayan Guides
EVER03112,Everest,2003,Spring,4/2/2003,5/22/2003,5/26/2003,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER03113,Everest,2003,Spring,4/12/2003,5/30/2003,6/2/2003,Success (main peak),8850,12,0,16,0,TRUE,Sherpa Shangri-La Trekking
EVER03114,Everest,2003,Spring,4/7/2003,5/22/2003,5/25/2003,Success (main peak),8850,23,1,23,0,TRUE,Thamserku Trekking
EVER03115,Everest,2003,Spring,4/5/2003,5/22/2003,5/24/2003,Success (main peak),8850,2,0,4,0,TRUE,Asian Trekking
EVER03117,Everest,2003,Spring,4/18/2003,5/26/2003,5/29/2003,Success (main peak),8850,7,0,3,0,TRUE,Thamserku Trekking
EVER03118,Everest,2003,Spring,4/1/2003,5/26/2003,5/29/2003,Success (main peak),8850,9,0,5,0,TRUE,Asian Trekking
EVER03119,Everest,2003,Spring,4/20/2003,5/9/2003,5/23/2003,"Bad weather (storms, high winds)",7953,1,0,0,0,FALSE,Cho Oyu Trekking
EVER03120,Everest,2003,Spring,4/21/2003,5/26/2003,5/27/2003,"Bad weather (storms, high winds)",8815,2,0,2,0,TRUE,Cho Oyu Trekking
EVER03121,Everest,2003,Spring,4/15/2003,5/26/2003,5/29/2003,Success (main peak),8850,8,0,5,0,TRUE,Thamserku Trekking
EVER03122,Everest,2003,Spring,4/22/2003,5/23/2003,5/27/2003,Success (main peak),8850,8,0,4,0,TRUE,Cho Oyu Trekking
EVER03124,Everest,2003,Spring,4/8/2003,5/23/2003,5/25/2003,Success (main peak),8850,4,0,5,1,TRUE,Arun Treks
EVER03125,Everest,2003,Spring,4/9/2003,5/26/2003,5/28/2003,Success (main peak),8850,3,0,6,0,TRUE,Mountain Madness
EVER03126,Everest,2003,Spring,4/8/2003,5/22/2003,5/25/2003,Success (main peak),8850,13,0,10,0,TRUE,Pabil Treks
EVER03127,Everest,2003,Spring,4/5/2003,5/20/2003,5/23/2003,"Illness, AMS, exhaustion, or frostbite",7600,1,0,1,0,FALSE,Asian Trekking
EVER03128,Everest,2003,Spring,3/28/2003,5/30/2003,5/31/2003,Success (main peak),8850,10,0,9,0,TRUE,Asian Trekking
EVER03129,Everest,2003,Spring,4/3/2003,5/22/2003,5/25/2003,Success (main peak),8850,1,0,1,0,TRUE,Asian Trekking
EVER03130,Everest,2003,Spring,4/7/2003,5/22/2003,5/25/2003,Success (main peak),8850,1,0,3,0,TRUE,Peak Promotion
EVER03131,Everest,2003,Spring,4/6/2003,5/22/2003,5/25/2003,Success (main peak),8850,5,0,6,0,TRUE,Himalayan Guides
EVER03132,Everest,2003,Spring,4/9/2003,5/20/2003,5/23/2003,"Illness, AMS, exhaustion, or frostbite",7500,3,0,3,0,FALSE,Asian Trekking
EVER03133,Everest,2003,Spring,3/29/2003,5/22/2003,5/27/2003,Success (main peak),8850,6,0,6,0,TRUE,High Country Trekking
EVER03134,Everest,2003,Spring,4/7/2003,5/26/2003,5/29/2003,Success (main peak),8850,12,0,11,0,TRUE,Summit Nepal Trekking
EVER03135,Everest,2003,Spring,4/14/2003,5/22/2003,5/27/2003,Success (main peak),8850,1,0,2,0,TRUE,Nomad Expeditions
EVER03136,Everest,2003,Spring,4/8/2003,5/27/2003,5/29/2003,Lack (or loss) of supplies or equipment,7300,1,0,0,0,FALSE,Asian Trekking
EVER03137,Everest,2003,Spring,4/12/2003,5/22/2003,5/27/2003,Success (main peak),8850,13,0,4,0,TRUE,Himalaya Expeditions
EVER03138,Everest,2003,Spring,4/10/2003,5/31/2003,6/4/2003,Success (main peak),8850,6,0,1,0,TRUE,Explore Himalaya
EVER03139,Everest,2003,Spring,3/31/2003,5/21/2003,5/26/2003,Success (main peak),8850,4,0,4,0,TRUE,Nepal Village Trekking
EVER03140,Everest,2003,Spring,3/26/2003,5/22/2003,5/26/2003,Success (main peak),8850,9,0,10,0,TRUE,Cosmo Treks
EVER03141,Everest,2003,Spring,4/7/2003,5/22/2003,6/4/2003,Success (main peak),8850,9,0,4,0,TRUE,Mountain Experience
EVER03142,Everest,2003,Spring,4/7/2003,5/20/2003,5/25/2003,Success (main peak),8850,8,0,5,0,TRUE,Great Escapes Trekking
EVER03143,Everest,2003,Spring,4/8/2003,5/22/2003,5/27/2003,Lack (or loss) of supplies or equipment,8550,7,0,3,0,TRUE,Mountain Madness
EVER03144,Everest,2003,Spring,4/7/2003,5/30/2003,6/4/2003,Success (main peak),8850,11,0,9,0,TRUE,Mountain Experience
EVER03145,Everest,2003,Spring,4/15/2003,5/3/2003,5/28/2003,"Route technically too difficult, lack of experience, strength, or motivation",5800,2,0,1,0,TRUE,Sherpa Cooperative Trekking (SCT)
EVER03146,Everest,2003,Spring,4/19/2003,5/29/2003,5/30/2003,"Bad weather (storms, high winds)",7600,2,0,0,0,FALSE,Asian Trekking
EVER03171,Everest,2003,Spring,4/19/2003,5/27/2003,5/30/2003,"Bad weather (storms, high winds)",7500,2,0,0,0,FALSE,Asian Trekking
EVER03148,Everest,2003,Spring,4/21/2003,5/22/2003,5/27/2003,Success (main peak),8850,2,0,1,0,TRUE,Great Himalayan Adventure (GHA)
EVER03149,Everest,2003,Spring,4/11/2003,5/22/2003,5/25/2003,Success (main peak),8850,10,0,5,0,TRUE,Asian Trekking
EVER03150,Everest,2003,Spring,4/21/2003,5/21/2003,5/27/2003,"Bad weather (storms, high winds)",8300,2,0,0,0,FALSE,Nomad Expeditions
EVER03151,Everest,2003,Spring,4/11/2003,5/22/2003,5/25/2003,"Bad weather (storms, high winds)",8600,1,0,0,0,FALSE,Asian Trekking
EVER03152,Everest,2003,Spring,4/12/2003,5/22/2003,5/26/2003,"Bad weather (storms, high winds)",8600,16,0,14,0,TRUE,Iceland Trekking (Dorje)
EVER03153,Everest,2003,Spring,4/11/2003,5/22/2003,5/26/2003,Success (main peak),8850,1,0,2,0,TRUE,Thamserku Trekking
