Itinerary,Leg,Departure_Airport,Departure_Airport_IATA_Abbrv,Departure_Time,Arrival_Airport,Arrival_Airport_IATA_Abbrv,Arrival_Time,Flight_Duration,Aircraft,Airline,Flight_Number,Flight_Overnight,Layover_Duration
322,2,George Bush Intercontinental Airport,IAH,2024-02-10 9:35,Harry Reid International Airport,LAS,2024-02-10 11:03,208,Boeing 737,United,UA 2010,FALSE,0
323,1,Haneda Airport,HND,2024-02-10 10:40,O'Hare International Airport,ORD,2024-02-10 7:20,700,Boeing 777,ANA,NH 112,TRUE,115
323,2,O'Hare International Airport,ORD,2024-02-10 9:15,Harry Reid International Airport,LAS,2024-02-10 11:31,256,Airbus A321neo,United,UA 373,FALSE,0
324,1,Haneda Airport,HND,2024-02-10 22:15,Daniel K. Inouye International Airport,HNL,2024-02-10 10:05,410,Boeing 787,ANA,NH 186,TRUE,805
324,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
325,1,Haneda Airport,HND,2024-02-10 2:00,Incheon International Airport,ICN,2024-02-10 4:50,170,Boeing 737,Korean Air,KE 720,TRUE,970
325,2,Incheon International Airport,ICN,2024-02-10 21:00,Harry Reid International Airport,LAS,2024-02-10 15:15,675,Boeing 777,Korean Air,KE 8005,TRUE,0
326,1,Haneda Airport,HND,2024-02-10 0:50,Los Angeles International Airport,LAX,2024-02-16 17:50,600,Boeing 787,ANA,NH 106,TRUE,790
326,2,Los Angeles International Airport,LAX,2024-02-10 7:00,Harry Reid International Airport,LAS,2024-02-10 8:18,78,Boeing 737,Alaska,AS 702,FALSE,0
327,1,Haneda Airport,HND,2024-02-10 21:00,Daniel K. Inouye International Airport,HNL,2024-02-10 8:45,405,Boeing 787,JAL,JL 74,TRUE,885
327,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
328,1,Haneda Airport,HND,2024-02-10 21:55,Daniel K. Inouye International Airport,HNL,2024-02-10 9:40,405,Boeing 787,JAL,JL 72,TRUE,830
328,2,Daniel K. Inouye International Airport,HNL,2024-02-10 23:30,Harry Reid International Airport,LAS,2024-02-11 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
329,1,Haneda Airport,HND,2024-02-10 22:55,San Francisco International Airport,SFO,2024-02-10 15:20,565,Boeing 777,ANA,NH 108,TRUE,1155
329,2,San Francisco International Airport,SFO,2024-02-11 10:35,Harry Reid International Airport,LAS,2024-02-11 12:13,98,Embraer 175,Alaska,AS 2077,FALSE,0
330,1,Haneda Airport,HND,2024-02-10 21:55,Vancouver International Airport (YVR),YVR,2024-02-10 13:45,530,Boeing 787,ANA,NH 116,TRUE,445
330,2,Vancouver International Airport (YVR),YVR,2024-02-10 21:10,Harry Reid International Airport,LAS,2024-02-10 23:58,168,Boeing 737MAX 8 Passenger,Air Canada,AC 1060,FALSE,0
331,1,Haneda Airport,HND,2024-02-10 21:55,Vancouver International Airport (YVR),YVR,2024-02-10 13:45,530,Boeing 787,ANA,NH 116,TRUE,80
331,2,Vancouver International Airport (YVR),YVR,2024-02-10 15:05,Harry Reid International Airport,LAS,2024-02-10 17:53,168,Boeing 737MAX 8 Passenger,Air Canada,AC 1058,FALSE,0
332,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,375
332,2,Daniel K. Inouye International Airport,HNL,2024-02-11 15:25,Harry Reid International Airport,LAS,2024-02-11 23:10,345,Airbus A330,Hawaiian,HA 18,FALSE,0
333,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,250
333,2,Los Angeles International Airport,LAX,2024-02-11 16:45,Harry Reid International Airport,LAS,2024-02-11 17:58,73,Boeing 737,United,UA 1062,FALSE,0
334,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,165
334,2,Daniel K. Inouye International Airport,HNL,2024-02-11 11:55,Portland International Airport,PDX,2024-02-11 19:30,335,Airbus A330,Hawaiian,HA 26,FALSE,104
334,3,Portland International Airport,PDX,2024-02-11 21:14,Harry Reid International Airport,LAS,2024-02-11 23:26,132,Boeing 737,Alaska,AS 712,FALSE,0
335,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,110
335,2,Los Angeles International Airport,LAX,2024-02-11 12:30,Harry Reid International Airport,LAS,2024-02-11 13:48,78,Airbus A319,Delta,DL 822,FALSE,0
336,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,860
336,2,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
337,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,217
337,2,Los Angeles International Airport,LAX,2024-02-11 16:12,San Francisco International Airport,SFO,2024-02-11 17:45,93,Boeing 737,United,UA 1705,FALSE,85
337,3,San Francisco International Airport,SFO,2024-02-11 19:10,Harry Reid International Airport,LAS,2024-02-11 20:55,105,Boeing 737,United,UA 1847,FALSE,0
338,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,460
338,2,Los Angeles International Airport,LAX,2024-02-11 20:15,Harry Reid International Airport,LAS,2024-02-11 21:28,73,Boeing 737MAX 9 Passenger,United,UA 1960,FALSE,0
339,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,1198
339,2,Los Angeles International Airport,LAX,2024-02-12 8:33,Harry Reid International Airport,LAS,2024-02-12 9:46,73,Boeing 737MAX 8 Passenger,United,UA 1006,FALSE,0
340,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,1461
340,2,Los Angeles International Airport,LAX,2024-02-12 12:56,Harry Reid International Airport,LAS,2024-02-12 14:09,73,Boeing 737,United,UA 2449,FALSE,0
341,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,380
341,2,Los Angeles International Airport,LAX,2024-02-11 18:55,San Francisco International Airport,SFO,2024-02-11 20:28,93,Airbus A320,United,UA 1727,FALSE,132
341,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
342,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,217
342,2,Los Angeles International Airport,LAX,2024-02-11 16:12,San Francisco International Airport,SFO,2024-02-11 17:45,93,Boeing 737,United,UA 1705,FALSE,295
342,3,San Francisco International Airport,SFO,2024-02-11 22:40,Harry Reid International Airport,LAS,2024-02-12 0:25,105,Boeing 737,United,UA 2366,FALSE,0
343,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,149
343,2,San Francisco International Airport,SFO,2024-02-11 13:29,Los Angeles International Airport,LAX,2024-02-11 15:01,92,Boeing 737,United,UA 1312,FALSE,104
343,3,Los Angeles International Airport,LAX,2024-02-11 16:45,Harry Reid International Airport,LAS,2024-02-11 17:58,73,Boeing 737,United,UA 1062,FALSE,0
344,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,330
344,2,San Francisco International Airport,SFO,2024-02-11 16:30,Los Angeles International Airport,LAX,2024-02-11 18:02,92,Boeing 737,United,UA 1413,FALSE,133
344,3,Los Angeles International Airport,LAX,2024-02-11 20:15,Harry Reid International Airport,LAS,2024-02-11 21:28,73,Boeing 737MAX 9 Passenger,United,UA 1960,FALSE,0
345,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,430
345,2,Kona International Airport,KOA,2024-02-11 19:00,Daniel K. Inouye International Airport,HNL,2024-02-11 19:47,47,Boeing 717,Hawaiian,HA 507,FALSE,223
345,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
346,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,465
346,2,Kona International Airport,KOA,2024-02-11 19:35,Daniel K. Inouye International Airport,HNL,2024-02-11 20:22,47,Boeing 717,Hawaiian,HA 527,FALSE,188
346,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
347,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,515
347,2,Kona International Airport,KOA,2024-02-11 20:25,Daniel K. Inouye International Airport,HNL,2024-02-11 21:11,46,Boeing 717,Hawaiian,HA 567,FALSE,139
347,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
348,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,149
348,2,San Francisco International Airport,SFO,2024-02-11 13:29,Los Angeles International Airport,LAX,2024-02-11 15:01,92,Boeing 737,United,UA 1312,FALSE,314
348,3,Los Angeles International Airport,LAX,2024-02-11 20:15,Harry Reid International Airport,LAS,2024-02-11 21:28,73,Boeing 737MAX 9 Passenger,United,UA 1960,FALSE,0
349,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,320
349,2,Daniel K. Inouye International Airport,HNL,2024-02-11 14:30,Kahului Airport,OGG,2024-02-11 15:15,45,Boeing 717,Hawaiian,HA 326,FALSE,65
349,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
350,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,156
350,2,Daniel K. Inouye International Airport,HNL,2024-02-11 11:46,Kahului Airport,OGG,2024-02-11 12:30,44,Boeing 717,Hawaiian,HA 266,FALSE,230
350,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
351,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,288
351,2,Daniel K. Inouye International Airport,HNL,2024-02-11 13:58,Kahului Airport,OGG,2024-02-11 14:42,44,Boeing 717,Hawaiian,HA 306,FALSE,98
351,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
352,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,180
352,2,Daniel K. Inouye International Airport,HNL,2024-02-11 12:10,Kahului Airport,OGG,2024-02-11 12:54,44,Boeing 717,Hawaiian,HA 286,FALSE,206
352,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
353,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,325
353,2,Kona International Airport,KOA,2024-02-11 17:15,Daniel K. Inouye International Airport,HNL,2024-02-11 18:03,48,Boeing 717,Hawaiian,HA 357,FALSE,327
353,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
354,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,123
354,2,Kona International Airport,KOA,2024-02-11 13:53,Daniel K. Inouye International Airport,HNL,2024-02-11 14:45,52,Boeing 717,Hawaiian,HA 277,FALSE,525
354,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
355,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,230
355,2,Kona International Airport,KOA,2024-02-11 15:40,Daniel K. Inouye International Airport,HNL,2024-02-11 16:31,51,Boeing 717,Hawaiian,HA 317,FALSE,419
355,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
356,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,285
356,2,Kona International Airport,KOA,2024-02-11 16:35,Daniel K. Inouye International Airport,HNL,2024-02-11 17:24,49,Boeing 717,Hawaiian,HA 347,FALSE,366
356,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
357,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,260
357,2,Kona International Airport,KOA,2024-02-11 16:10,Daniel K. Inouye International Airport,HNL,2024-02-11 16:59,49,Boeing 717,Hawaiian,HA 337,FALSE,391
357,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
358,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,405
358,2,Kona International Airport,KOA,2024-02-11 18:35,Daniel K. Inouye International Airport,HNL,2024-02-11 19:22,47,Boeing 717,Hawaiian,HA 387,FALSE,248
358,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
359,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,1360
359,2,Daniel K. Inouye International Airport,HNL,2024-02-12 7:50,Harry Reid International Airport,LAS,2024-02-12 15:35,345,Airbus A330,Hawaiian,HA 6,FALSE,0
360,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,148
360,2,Kona International Airport,KOA,2024-02-11 14:18,Daniel K. Inouye International Airport,HNL,2024-02-11 15:10,52,Boeing 717,Hawaiian,HA 287,FALSE,500
360,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
361,1,Haneda Airport,HND,2024-02-11 23:55,Kona International Airport,KOA,2024-02-11 11:50,415,Airbus A330,Hawaiian,HA 852,TRUE,185
361,2,Kona International Airport,KOA,2024-02-11 14:55,Daniel K. Inouye International Airport,HNL,2024-02-11 15:47,52,Boeing 717,Hawaiian,HA 307,FALSE,463
361,3,Daniel K. Inouye International Airport,HNL,2024-02-11 23:30,Harry Reid International Airport,LAS,2024-02-12 7:10,340,Airbus A330,Hawaiian,HA 8,TRUE,0
362,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,133
362,2,Daniel K. Inouye International Airport,HNL,2024-02-11 11:23,Kahului Airport,OGG,2024-02-11 12:07,44,Boeing 717,Hawaiian,HA 246,FALSE,253
362,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
363,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,110
363,2,Daniel K. Inouye International Airport,HNL,2024-02-11 11:00,Kahului Airport,OGG,2024-02-11 11:44,44,Boeing 717,Hawaiian,HA 236,FALSE,276
363,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
364,1,Haneda Airport,HND,2024-02-11 21:20,Daniel K. Inouye International Airport,HNL,2024-02-11 9:10,410,Airbus A330,Hawaiian,HA 458,TRUE,230
364,2,Daniel K. Inouye International Airport,HNL,2024-02-11 13:00,Kahului Airport,OGG,2024-02-11 13:44,44,Boeing 717,Hawaiian,HA 296,FALSE,156
364,3,Kahului Airport,OGG,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 23:55,335,Airbus A321,Hawaiian,HA 32,FALSE,0
365,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,115
365,2,Los Angeles International Airport,LAX,2024-02-11 14:30,Denver International Airport,DEN,2024-02-11 17:54,144,Boeing 737MAX 9 Passenger,United,UA 1554,FALSE,96
365,3,Denver International Airport,DEN,2024-02-11 19:30,Harry Reid International Airport,LAS,2024-02-11 20:35,125,Boeing 737,United,UA 655,FALSE,0
366,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,115
366,2,Los Angeles International Airport,LAX,2024-02-11 14:30,Denver International Airport,DEN,2024-02-11 17:54,144,Boeing 737MAX 9 Passenger,United,UA 1554,FALSE,191
366,3,Denver International Airport,DEN,2024-02-11 21:05,Harry Reid International Airport,LAS,2024-02-11 22:09,124,Boeing 737MAX 8 Passenger,United,UA 1437,FALSE,0
367,1,Haneda Airport,HND,2024-02-11 19:40,Los Angeles International Airport,LAX,2024-02-11 12:35,595,Boeing 787-10,United,UA 38,TRUE,220
367,2,Los Angeles International Airport,LAX,2024-02-11 16:15,Denver International Airport,DEN,2024-02-11 19:39,144,Boeing 737,United,UA 2146,FALSE,86
367,3,Denver International Airport,DEN,2024-02-11 21:05,Harry Reid International Airport,LAS,2024-02-11 22:09,124,Boeing 737MAX 8 Passenger,United,UA 1437,FALSE,0
368,1,Haneda Airport,HND,2024-02-11 18:50,Toronto Pearson International Airport,YYZ,2024-02-11 17:15,745,Boeing 777,Air Canada,AC 2,TRUE,170
368,2,Toronto Pearson International Airport,YYZ,2024-02-11 20:05,Harry Reid International Airport,LAS,2024-02-11 22:00,295,Boeing 787,Air Canada,AC 1283,FALSE,0
369,1,Haneda Airport,HND,2024-02-11 16:25,Detroit Metropolitan Wayne County Airport,DTW,2024-02-11 14:30,725,Airbus A350,Delta,DL 276,TRUE,85
369,2,Detroit Metropolitan Wayne County Airport,DTW,2024-02-11 15:55,Harry Reid International Airport,LAS,2024-02-11 17:31,276,Airbus A321,Delta,DL 361,FALSE,0
370,1,Haneda Airport,HND,2024-02-11 16:25,Detroit Metropolitan Wayne County Airport,DTW,2024-02-11 14:30,725,Airbus A350,Delta,DL 276,TRUE,380
370,2,Detroit Metropolitan Wayne County Airport,DTW,2024-02-11 20:50,Harry Reid International Airport,LAS,2024-02-11 22:33,283,Airbus A321,Delta,DL 367,FALSE,0
371,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,205
371,2,Seattle-Tacoma International Airport,SEA,2024-02-11 12:25,Harry Reid International Airport,LAS,2024-02-11 14:53,148,Boeing 737,Delta,DL 2280,FALSE,0
372,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,180
372,2,Seattle-Tacoma International Airport,SEA,2024-02-11 12:00,Los Angeles International Airport,LAX,2024-02-11 14:47,167,Airbus A321neo,Delta,DL 1023,FALSE,192
372,3,Los Angeles International Airport,LAX,2024-02-11 17:59,Harry Reid International Airport,LAS,2024-02-11 19:07,68,Airbus A319,Delta,DL 1434,FALSE,0
373,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,525
373,2,Seattle-Tacoma International Airport,SEA,2024-02-11 17:45,Harry Reid International Airport,LAS,2024-02-11 20:08,143,Boeing 737,Delta,DL 2291,FALSE,0
374,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,510
374,2,Seattle-Tacoma International Airport,SEA,2024-02-11 17:30,Salt Lake City International Airport (SLC),SLC,2024-02-11 20:32,122,Boeing 737,Delta,DL 2399,FALSE,85
374,3,Salt Lake City International Airport (SLC),SLC,2024-02-11 21:57,Harry Reid International Airport,LAS,2024-02-11 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
375,1,Haneda Airport,HND,2024-02-11 16:50,Seattle-Tacoma International Airport,SEA,2024-02-11 9:00,550,Airbus A330-900neo,Delta,DL 166,TRUE,1265
375,2,Seattle-Tacoma International Airport,SEA,2024-02-12 6:05,Harry Reid International Airport,LAS,2024-02-12 8:31,146,Airbus A321neo,Delta,DL 2288,FALSE,0
376,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,300
376,2,Los Angeles International Airport,LAX,2024-02-11 15:40,Harry Reid International Airport,LAS,2024-02-11 16:55,75,Airbus A319,Delta,DL 2444,FALSE,0
377,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,439
377,2,Los Angeles International Airport,LAX,2024-02-11 17:59,Harry Reid International Airport,LAS,2024-02-11 19:07,68,Airbus A319,Delta,DL 1434,FALSE,0
378,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,210
378,2,Los Angeles International Airport,LAX,2024-02-11 14:10,Seattle-Tacoma International Airport,SEA,2024-02-11 16:59,169,Boeing 737,Delta,DL 1004,FALSE,46
378,3,Seattle-Tacoma International Airport,SEA,2024-02-11 17:45,Harry Reid International Airport,LAS,2024-02-11 20:08,143,Boeing 737,Delta,DL 2291,FALSE,0
379,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,425
379,2,Los Angeles International Airport,LAX,2024-02-11 17:45,Salt Lake City International Airport (SLC),SLC,2024-02-11 20:40,115,Boeing 737,Delta,DL 1603,FALSE,77
379,3,Salt Lake City International Airport (SLC),SLC,2024-02-11 21:57,Harry Reid International Airport,LAS,2024-02-11 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
380,1,Haneda Airport,HND,2024-02-11 17:20,Los Angeles International Airport,LAX,2024-02-11 10:40,620,Airbus A330-900neo,Delta,DL 8,TRUE,1280
380,2,Los Angeles International Airport,LAX,2024-02-12 8:00,Harry Reid International Airport,LAS,2024-02-12 9:11,71,Airbus A319,Delta,DL 1438,FALSE,0
381,1,Haneda Airport,HND,2024-02-11 17:35,Minneapolis–Saint Paul International Airport,MSP,2024-02-11 14:00,685,Airbus A330-900neo,Delta,DL 120,TRUE,140
381,2,Minneapolis–Saint Paul International Airport,MSP,2024-02-11 16:20,Harry Reid International Airport,LAS,2024-02-11 17:57,217,Airbus A321,Delta,DL 1202,FALSE,0
382,1,Haneda Airport,HND,2024-02-11 17:35,Minneapolis–Saint Paul International Airport,MSP,2024-02-11 14:00,685,Airbus A330-900neo,Delta,DL 120,TRUE,285
382,2,Minneapolis–Saint Paul International Airport,MSP,2024-02-11 18:45,Harry Reid International Airport,LAS,2024-02-11 20:26,221,Airbus A321,Delta,DL 1569,FALSE,0
383,1,Haneda Airport,HND,2024-02-11 17:35,Minneapolis–Saint Paul International Airport,MSP,2024-02-11 14:00,685,Airbus A330-900neo,Delta,DL 120,TRUE,280
383,2,Minneapolis–Saint Paul International Airport,MSP,2024-02-11 18:40,Salt Lake City International Airport (SLC),SLC,2024-02-11 20:50,190,Boeing 737,Delta,DL 1584,FALSE,67
383,3,Salt Lake City International Airport (SLC),SLC,2024-02-11 21:57,Harry Reid International Airport,LAS,2024-02-11 22:29,92,Airbus A321,Delta,DL 1586,FALSE,0
384,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,124
384,2,San Francisco International Airport,SFO,2024-02-11 13:04,Harry Reid International Airport,LAS,2024-02-11 14:49,105,Boeing 737,United,UA 305,FALSE,0
385,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,118
385,2,San Francisco International Airport,SFO,2024-02-11 12:58,Denver International Airport,DEN,2024-02-11 16:40,162,Boeing 737MAX 9 Passenger,United,UA 1374,FALSE,70
385,3,Denver International Airport,DEN,2024-02-11 17:50,Harry Reid International Airport,LAS,2024-02-11 18:55,125,Boeing 737MAX 8 Passenger,United,UA 679,FALSE,0
386,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,390
386,2,San Francisco International Airport,SFO,2024-02-11 17:30,Harry Reid International Airport,LAS,2024-02-11 19:15,105,Boeing 737MAX 9 Passenger,United,UA 1896,FALSE,0
387,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,118
387,2,San Francisco International Airport,SFO,2024-02-11 12:58,Denver International Airport,DEN,2024-02-11 16:40,162,Boeing 737MAX 9 Passenger,United,UA 1374,FALSE,170
387,3,Denver International Airport,DEN,2024-02-11 19:30,Harry Reid International Airport,LAS,2024-02-11 20:35,125,Boeing 737,United,UA 655,FALSE,0
388,1,Haneda Airport,HND,2024-02-11 18:25,San Francisco International Airport,SFO,2024-02-11 11:00,575,Boeing 777,United,UA 876,TRUE,210
